date,SP,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,SH2M,RH2M,Rainfall,T2M,T2MDEW,T2MWET,TSkin,T2M_RANGE,T2M_MAX,T2M_MIN,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M
1982-06-06,98.88,3.25,5.18,0.99,4.19,217.38,9.58,87.0,0.43,15.22,13.06,14.14,15.3,10.2,19.08,8.87,4.31,6.09,1.48,4.62,216.94
1982-06-07,99.4,1.95,2.77,1.1,1.66,287.25,7.87,77.62,0.0,14.48,10.21,12.34,15.03,11.91,20.08,8.17,2.81,5.76,1.16,4.6,287.12
1982-06-08,99.35,2.52,3.13,1.8,1.34,147.75,10.25,87.25,2.16,16.36,14.15,15.26,16.46,10.05,21.24,11.19,3.86,4.41,3.49,0.91,148.19
1982-06-09,99.05,4.45,6.3,1.95,4.36,127.62,10.31,83.06,0.29,17.4,14.35,15.87,17.33,7.04,20.95,13.91,6.48,8.54,4.07,4.47,127.69
1982-06-10,98.28,6.91,10.91,1.37,9.54,112.38,8.36,86.19,19.74,13.36,11.05,12.2,13.46,5.24,16.44,11.19,9.17,13.53,2.88,10.66,113.31
1982-06-11,97.73,4.44,5.95,1.95,4.0,250.94,7.69,82.75,1.81,12.73,9.66,11.19,13.3,6.62,16.3,9.68,6.11,8.17,4.0,4.17,251.19
1982-06-12,97.54,3.25,4.52,2.08,2.45,282.38,7.08,80.44,0.96,11.97,8.47,10.22,12.28,6.78,15.3,8.52,4.89,5.97,3.66,2.31,283.0
1982-06-13,98.2,4.05,5.59,2.26,3.33,279.31,6.23,76.44,0.17,10.9,6.59,8.75,11.67,9.82,15.15,5.33,5.59,6.55,3.98,2.56,279.5
1982-06-14,98.6,1.99,2.91,1.11,1.8,271.94,5.86,72.94,0.02,10.83,5.85,8.34,11.14,10.4,15.2,4.8,2.68,3.55,1.34,2.2,271.69
1982-06-15,98.49,4.73,8.38,1.4,6.98,166.06,6.96,83.69,2.25,11.02,8.24,9.63,10.78,7.74,14.58,6.83,6.55,10.61,2.27,8.34,166.81
1982-06-16,98.55,3.48,4.82,0.77,4.05,260.62,7.81,80.38,0.61,13.51,10.01,11.76,13.98,7.86,17.27,9.41,4.71,7.32,1.11,6.21,260.69
1982-06-17,98.47,6.88,10.61,1.08,9.53,115.12,8.36,79.56,2.52,14.59,10.97,12.78,14.36,10.12,19.06,8.94,9.33,14.2,1.58,12.61,115.75
1982-06-18,97.61,5.12,9.92,1.8,8.12,195.88,8.3,85.12,13.68,13.42,10.85,12.14,13.51,6.31,16.84,10.53,6.85,13.24,3.01,10.24,196.62
1982-06-19,98.33,5.33,7.86,2.2,5.66,265.81,8.0,84.81,2.47,12.96,10.33,11.65,13.13,8.03,16.22,8.19,7.59,10.02,4.56,5.45,266.38
1982-06-20,98.69,2.1,3.27,1.2,2.07,195.44,7.63,78.38,0.36,13.54,9.69,11.62,14.08,11.02,18.43,7.41,3.16,4.43,1.33,3.1,194.56
1982-06-21,98.36,3.0,4.81,1.13,3.69,119.75,8.67,89.38,2.56,13.29,11.53,12.41,13.4,6.34,16.47,10.12,4.42,5.96,1.98,3.97,120.31
1982-06-22,97.37,6.22,8.16,3.0,5.16,139.81,9.22,90.44,16.46,13.94,12.34,13.14,13.94,5.98,17.61,11.63,8.53,10.37,5.88,4.5,140.75
1982-06-23,97.09,4.33,6.37,2.05,4.33,88.44,9.03,88.19,4.25,14.05,12.04,13.05,14.23,6.5,17.73,11.22,6.05,8.41,3.59,4.83,89.62
1982-06-24,98.02,3.95,5.9,1.3,4.59,167.62,8.91,88.69,2.23,13.86,11.95,12.9,14.3,6.69,17.26,10.58,5.52,7.64,2.84,4.8,168.25
1982-06-25,97.45,4.93,7.14,2.21,4.93,155.56,9.22,91.56,7.59,13.73,12.35,13.05,13.62,5.75,16.94,11.19,6.97,9.35,4.83,4.52,156.06
1982-06-26,97.37,3.14,4.5,1.9,2.59,225.44,8.3,85.12,1.67,13.33,10.76,12.05,13.7,6.2,16.44,10.25,4.73,6.34,2.16,4.17,225.88
1982-06-27,97.86,5.84,7.67,2.99,4.68,245.5,8.24,86.31,1.77,12.97,10.71,11.84,13.25,5.79,15.89,10.11,8.16,10.16,6.45,3.7,246.44
1982-06-28,97.72,7.62,10.98,4.1,6.88,248.94,8.36,87.44,4.57,13.04,10.91,11.98,13.13,5.11,15.56,10.46,10.45,14.04,7.22,6.82,250.25
1982-06-29,98.59,5.38,7.48,3.07,4.41,272.06,7.32,82.38,1.4,12.26,9.1,10.68,12.69,5.48,15.11,9.62,7.75,9.02,6.29,2.73,272.69
1982-06-30,99.21,4.88,6.61,2.39,4.22,222.25,8.0,85.31,1.27,12.91,10.45,11.68,13.27,7.41,16.42,9.02,6.83,8.79,4.82,3.97,222.88
1982-07-01,98.92,5.04,6.99,2.16,4.83,233.44,8.42,84.75,1.24,13.86,11.19,12.53,14.22,6.08,16.63,10.55,6.96,8.75,4.65,4.1,234.0
1982-07-02,98.41,2.56,4.12,1.43,2.68,291.81,7.51,85.25,4.5,11.91,9.41,10.66,12.17,6.76,15.19,8.43,3.84,5.59,2.38,3.21,293.0
1982-07-03,98.34,4.55,6.48,2.36,4.12,292.56,7.2,82.25,0.76,12.0,8.87,10.44,12.63,6.85,15.3,8.44,6.55,7.96,5.15,2.81,292.94
1982-07-04,98.83,6.33,10.3,3.08,7.22,256.38,8.18,89.19,1.8,12.47,10.7,11.58,12.5,7.12,15.83,8.72,9.07,13.05,6.61,6.45,257.44
1982-07-05,99.1,3.76,4.9,2.48,2.42,257.5,7.69,82.31,0.03,12.95,9.89,11.42,13.48,10.62,17.66,7.04,5.47,6.89,3.94,2.95,257.81
1982-07-06,98.93,4.15,5.35,1.99,3.36,261.56,9.28,88.94,0.99,14.51,12.73,13.62,14.71,7.13,17.57,10.44,5.75,8.08,3.73,4.35,262.56
1982-07-07,99.26,2.84,4.32,1.52,2.8,246.75,9.52,86.62,0.08,15.15,13.05,14.11,15.65,10.75,20.06,9.31,3.84,4.84,2.7,2.14,247.5
1982-07-08,99.13,3.54,5.97,0.63,5.34,144.12,11.29,85.06,0.78,18.22,15.56,16.89,18.41,11.48,23.12,11.64,5.04,9.59,1.0,8.59,144.25
1982-07-09,98.55,4.84,7.03,2.88,4.15,185.5,10.8,89.75,13.37,16.62,14.95,15.79,16.58,7.05,19.38,12.33,6.98,8.59,5.33,3.27,185.62
1982-07-10,98.98,3.12,4.4,1.48,2.92,214.19,9.64,85.38,0.34,15.83,13.31,14.57,15.98,7.27,19.39,12.12,4.55,6.85,2.42,4.43,213.75
1982-07-11,99.08,3.12,6.85,1.26,5.59,96.12,10.38,82.69,0.64,17.5,14.38,15.94,17.58,10.81,22.23,11.41,4.44,9.69,1.83,7.86,97.38
1982-07-12,98.93,7.61,9.07,5.98,3.09,72.19,10.74,90.25,9.63,16.44,14.83,15.64,16.4,7.01,19.94,12.94,10.13,11.59,8.85,2.73,73.19
1982-07-13,98.66,4.8,6.55,2.13,4.42,78.62,10.5,84.19,5.12,17.31,14.48,15.9,17.58,9.01,21.47,12.46,6.58,8.63,4.12,4.51,79.69
1982-07-14,98.04,4.11,6.2,1.37,4.84,101.19,11.41,91.75,7.38,16.9,15.53,16.21,16.85,8.32,20.68,12.36,5.77,7.59,2.8,4.79,101.88
1982-07-15,98.07,5.06,7.71,2.01,5.7,314.56,8.42,87.19,1.37,13.26,11.08,12.17,13.51,6.33,15.69,9.36,7.07,9.32,4.09,5.23,315.06
1982-07-16,98.92,4.05,5.55,2.24,3.31,276.44,7.39,80.5,0.19,12.69,9.26,10.98,13.19,9.19,17.03,7.85,5.98,6.59,4.7,1.88,276.75
1982-07-17,99.6,2.87,3.72,1.84,1.88,257.44,8.61,85.94,0.13,14.01,11.64,12.83,14.38,8.71,17.96,9.25,4.08,4.6,3.12,1.48,258.06
1982-07-18,99.95,2.08,3.16,1.19,1.98,246.38,9.77,84.5,0.48,16.32,13.6,14.96,16.56,10.34,21.44,11.11,3.02,6.23,1.41,4.83,247.69
1982-07-19,99.96,3.83,4.38,2.95,1.44,79.12,9.22,81.19,0.07,16.02,12.62,14.32,16.28,11.13,21.23,10.11,5.66,7.63,4.45,3.19,79.62
1982-07-20,99.76,5.62,6.79,4.01,2.78,70.0,8.54,81.12,0.14,14.99,11.48,13.23,15.35,10.54,19.81,9.27,7.76,8.67,6.61,2.06,70.5
1982-07-21,99.61,5.6,8.45,3.12,5.34,68.06,9.46,83.44,0.11,16.08,13.12,14.6,16.3,8.05,19.97,11.91,7.93,10.66,6.22,4.45,68.81
1982-07-22,99.49,3.95,5.59,2.54,3.05,66.31,8.79,80.69,0.09,15.27,11.82,13.55,15.74,10.0,19.87,9.87,5.86,6.78,4.98,1.8,66.5
1982-07-23,99.37,3.0,4.45,2.16,2.3,54.0,9.09,82.5,0.09,15.47,12.46,13.96,16.08,9.53,19.47,9.94,4.48,5.43,3.38,2.05,53.69
1982-07-24,99.41,2.17,2.89,1.68,1.2,201.75,9.03,81.44,0.03,15.66,12.37,14.01,16.3,10.28,20.41,10.13,3.31,4.79,2.01,2.78,201.56
1982-07-25,99.64,3.55,5.84,2.08,3.76,334.31,8.36,82.44,0.04,14.33,11.24,12.79,14.58,9.64,18.99,9.36,5.08,7.39,3.38,4.02,334.94
1982-07-26,99.63,3.8,5.47,2.23,3.23,151.94,8.61,80.56,0.08,15.19,11.67,13.43,15.66,9.72,19.43,9.72,5.7,6.8,4.2,2.61,153.19
1982-07-27,99.47,3.01,4.45,2.05,2.4,61.12,8.3,79.31,0.03,14.83,11.06,12.94,15.3,10.82,19.73,8.91,4.62,6.55,2.38,4.18,60.94
1982-07-28,99.43,3.6,4.84,2.06,2.77,72.38,7.81,79.69,0.02,13.81,10.12,11.97,14.45,11.2,18.61,7.41,5.36,6.48,4.3,2.18,72.81
1982-07-29,99.29,3.38,4.06,2.35,1.71,71.56,8.54,80.88,0.05,14.94,11.47,13.2,15.51,11.3,19.98,8.69,5.17,7.03,4.18,2.85,72.19
1982-07-30,98.68,6.12,7.88,3.81,4.08,65.38,9.52,79.69,0.19,16.7,12.97,14.83,16.77,11.78,22.35,10.58,8.49,9.9,7.03,2.87,66.31
1982-07-31,98.2,3.37,5.27,1.23,4.04,58.19,10.56,86.62,4.8,16.77,14.44,15.61,16.67,8.61,21.25,12.64,4.5,7.59,1.94,5.66,59.5
1982-08-01,98.41,1.8,2.82,0.91,1.91,189.19,11.05,86.0,1.92,17.76,15.25,16.5,17.43,6.83,21.33,14.51,2.59,4.44,1.29,3.15,188.12
1982-08-02,98.6,2.91,3.85,2.12,1.73,35.75,11.05,86.19,0.32,17.76,15.3,16.53,17.79,9.45,22.17,12.73,4.52,6.4,3.29,3.12,36.62
1982-08-03,98.59,2.07,3.74,0.36,3.38,93.56,11.72,81.12,1.86,19.66,16.23,17.94,19.48,10.58,24.23,13.65,3.18,5.76,0.55,5.2,94.25
1982-08-04,98.35,2.88,4.09,1.08,3.02,171.94,10.62,90.56,8.34,16.25,14.67,15.46,16.33,4.48,18.87,14.39,4.14,5.26,1.63,3.62,172.25
1982-08-05,98.33,2.92,4.31,1.96,2.35,132.81,10.74,84.94,2.01,17.59,14.82,16.21,17.98,9.01,22.05,13.05,4.53,6.84,2.38,4.47,133.56
1982-08-06,98.46,5.38,7.12,4.13,2.98,336.25,11.05,89.31,5.32,17.1,15.27,16.19,17.3,8.7,21.44,12.75,7.23,8.88,5.78,3.1,337.44
1982-08-07,99.0,3.98,5.12,1.38,3.74,326.19,8.91,83.06,0.12,15.15,12.11,13.63,15.54,7.86,19.37,11.51,5.64,7.55,2.27,5.28,327.31
1982-08-08,99.1,4.34,7.48,0.86,6.62,252.94,10.56,90.25,1.18,16.09,14.45,15.27,16.26,10.89,21.44,10.55,5.88,9.3,1.3,8.0,253.88
1982-08-09,99.16,4.4,8.33,1.11,7.22,278.38,9.77,88.88,1.82,15.37,13.5,14.44,15.55,6.66,18.51,11.86,6.22,10.66,1.77,8.88,278.88
1982-08-10,99.26,2.47,3.39,1.49,1.9,277.81,8.06,79.25,0.15,14.51,10.66,12.58,14.87,8.82,18.31,9.49,3.72,5.98,2.23,3.75,277.12
1982-08-11,98.9,6.06,8.22,2.57,5.65,211.94,9.95,86.5,1.6,16.13,13.72,14.92,16.39,6.59,19.55,12.97,8.48,10.12,5.66,4.46,212.94
1982-08-12,98.33,6.8,10.06,3.28,6.78,249.94,8.73,84.81,5.48,14.29,11.63,12.96,14.48,4.29,16.61,12.32,9.34,12.83,4.98,7.85,250.81
1982-08-13,97.94,6.44,8.91,2.6,6.3,264.69,8.24,84.69,9.24,13.4,10.7,12.05,13.58,8.52,16.49,7.97,8.8,11.21,4.87,6.34,265.38
1982-08-14,98.31,4.56,6.72,1.71,5.0,186.81,7.87,84.5,7.34,12.53,10.04,11.29,12.63,9.86,16.73,6.87,6.09,8.62,2.62,5.99,187.25
1982-08-15,97.99,6.57,8.55,4.38,4.18,236.0,9.77,88.19,6.4,15.41,13.37,14.39,15.58,5.52,18.55,13.02,9.04,10.67,7.23,3.45,237.25
1982-08-16,98.02,6.38,8.98,3.94,5.05,237.44,9.22,89.94,3.06,14.13,12.46,13.3,14.11,4.83,16.37,11.53,8.97,11.35,6.95,4.41,238.62
1982-08-17,98.0,7.33,10.23,5.39,4.84,240.88,8.42,86.0,5.29,13.39,11.01,12.2,13.34,4.93,15.96,11.03,10.05,13.85,8.63,5.22,241.81
1982-08-18,97.71,8.08,12.05,4.91,7.12,267.5,8.61,84.12,5.56,13.98,11.22,12.6,14.24,6.81,15.96,9.15,10.82,16.18,8.25,7.93,268.19
1982-08-19,98.18,7.97,11.18,5.58,5.6,266.69,6.84,81.25,2.12,11.22,7.97,9.59,11.37,5.8,14.55,8.76,10.82,14.46,8.34,6.12,267.5
1982-08-20,98.27,7.48,9.7,5.91,3.78,290.19,7.02,81.56,1.04,11.55,8.38,9.97,11.72,6.25,14.62,8.37,10.23,12.45,8.76,3.69,290.81
1982-08-21,98.82,5.93,6.91,5.13,1.77,269.62,7.39,86.25,0.57,11.46,9.14,10.3,11.51,6.73,14.6,7.87,8.22,9.17,7.08,2.09,270.31
1982-08-22,98.72,6.43,8.91,3.88,5.03,249.44,8.85,90.56,4.86,13.49,11.91,12.7,13.33,5.31,15.9,10.58,9.15,11.68,7.39,4.29,250.19
1982-08-23,98.87,5.05,7.41,2.7,4.71,288.31,8.24,88.19,1.51,12.97,10.95,11.96,13.13,6.23,16.25,10.02,7.44,9.2,5.78,3.41,289.0
1982-08-24,98.44,6.56,11.83,2.63,9.19,262.69,8.91,93.0,7.39,13.08,11.98,12.54,12.91,4.91,15.62,10.71,9.43,15.3,5.68,9.62,263.62
1982-08-25,98.13,5.57,8.19,3.84,4.34,257.06,6.96,81.44,0.2,11.52,8.33,9.93,11.41,5.25,14.44,9.19,8.29,10.31,6.3,4.02,257.75
1982-08-26,97.53,4.45,6.66,2.11,4.55,243.75,7.51,88.12,3.74,11.18,9.3,10.24,11.16,4.67,13.7,9.02,6.91,8.32,4.7,3.62,244.38
1982-08-27,98.12,3.33,5.0,1.88,3.12,274.25,7.14,85.06,2.82,11.19,8.65,9.93,11.44,7.79,15.09,7.3,4.95,5.81,3.7,2.11,274.38
1982-08-28,99.14,2.2,4.05,0.02,4.03,224.62,7.14,83.94,0.13,11.65,8.87,10.26,11.4,9.3,16.58,7.29,3.35,6.8,0.09,6.72,225.44
1982-08-29,98.73,7.75,11.24,3.3,7.94,216.75,9.22,93.19,2.67,13.36,12.48,12.92,13.14,8.88,17.02,8.14,10.92,14.67,7.15,7.52,218.06
1982-08-30,98.47,7.88,10.62,5.38,5.23,293.69,7.87,89.19,4.31,11.83,10.1,10.97,11.68,5.51,13.88,8.37,10.81,13.73,8.39,5.34,294.56
1982-08-31,99.28,4.9,7.41,2.41,5.01,304.56,6.35,80.56,0.21,10.49,7.05,8.77,10.83,6.83,14.7,7.87,6.97,10.66,5.16,5.49,305.31
1982-09-01,99.31,4.37,5.86,2.54,3.33,291.56,8.97,92.88,1.58,13.15,12.18,12.66,13.08,10.05,17.55,7.5,6.64,8.1,4.72,3.38,292.12
1982-09-02,99.88,2.77,3.98,1.75,2.23,301.12,6.59,78.19,0.05,11.4,7.73,9.57,11.46,10.59,17.01,6.42,4.21,5.85,2.68,3.17,301.12
1982-09-03,99.79,3.83,5.64,2.07,3.57,244.69,8.24,89.31,0.2,12.36,10.81,11.58,12.49,11.66,17.76,6.1,5.67,7.12,3.31,3.81,244.94
1982-09-04,99.17,2.43,3.73,0.15,3.59,243.25,9.03,87.5,0.41,14.42,12.32,13.37,14.18,7.05,17.63,10.59,3.67,7.13,0.23,6.91,244.88
1982-09-05,98.07,2.27,4.14,0.46,3.68,203.06,9.46,92.0,1.48,14.1,12.87,13.48,13.86,6.49,17.29,10.8,3.59,6.98,0.52,6.47,204.0
1982-09-06,98.55,3.87,5.71,1.82,3.89,227.38,8.79,89.31,1.39,13.6,11.81,12.71,13.79,5.83,17.08,11.25,5.66,8.52,2.06,6.45,242.81
1982-09-07,98.73,6.14,8.32,4.02,4.29,259.94,9.09,90.0,1.47,13.96,12.35,13.15,13.9,5.55,16.4,10.84,8.79,10.54,7.65,2.89,260.81
1982-09-08,99.11,2.73,4.02,0.86,3.16,229.69,8.24,86.5,0.4,13.1,10.93,12.01,13.3,8.23,17.23,8.98,4.3,7.51,1.33,6.18,230.06
1982-09-09,99.18,3.96,6.62,1.72,4.91,195.38,8.91,88.88,0.55,13.92,12.14,13.03,14.01,7.69,18.35,10.66,6.12,8.14,3.27,4.88,195.56
1982-09-10,99.12,4.23,6.26,2.26,4.0,225.06,9.7,91.44,0.79,14.73,13.42,14.08,14.79,8.64,19.05,10.41,6.57,7.62,4.47,3.16,225.38
1982-09-11,99.79,3.34,4.78,2.39,2.39,126.0,8.12,85.81,0.35,13.13,10.67,11.9,13.33,7.29,16.33,9.04,5.23,7.06,4.06,3.0,126.69
1982-09-12,99.49,5.24,7.55,2.77,4.79,224.19,9.58,92.06,0.61,14.26,13.22,13.74,14.19,10.25,19.09,8.84,7.77,9.38,5.49,3.88,224.94
1982-09-13,99.58,1.98,2.91,0.43,2.48,229.25,7.81,87.5,0.08,11.93,10.21,11.07,11.63,9.76,17.35,7.59,2.77,5.0,0.5,4.51,229.25
1982-09-14,99.18,2.43,3.59,1.54,2.05,188.12,7.75,87.25,0.05,11.76,9.98,10.87,11.44,10.51,17.44,6.94,3.32,4.28,2.32,1.96,188.0
1982-09-15,99.06,1.96,2.87,1.03,1.83,187.38,9.64,89.12,0.13,14.62,13.17,13.89,13.91,11.89,20.69,8.8,2.73,4.4,1.43,2.97,186.94
1982-09-16,99.3,2.33,3.17,0.41,2.77,130.56,10.31,88.69,0.07,15.87,14.34,15.11,15.17,10.12,21.03,10.9,3.7,6.45,0.53,5.92,130.88
1982-09-17,99.03,2.99,4.38,2.02,2.35,140.25,11.29,89.31,0.02,17.33,15.67,16.5,16.65,10.77,23.37,12.6,4.51,5.23,3.29,1.95,140.69
1982-09-18,98.59,3.23,4.83,1.76,3.07,210.94,10.62,92.5,0.39,15.33,14.69,15.01,15.06,8.05,20.1,12.05,5.02,6.18,2.96,3.21,211.12
1982-09-19,98.23,2.03,3.87,0.35,3.52,222.0,9.64,90.88,2.12,14.7,13.16,13.94,14.51,6.12,18.27,12.15,3.19,6.47,0.48,5.98,222.44
1982-09-20,97.43,6.91,11.41,3.59,7.82,224.31,9.7,92.0,8.05,14.4,13.08,13.74,14.26,7.96,17.68,9.72,9.66,14.75,6.31,8.44,225.56
1982-09-21,97.4,5.73,9.72,2.38,7.34,280.38,6.77,83.69,14.13,10.49,7.51,9.01,10.59,5.66,12.98,7.31,8.23,12.25,5.31,6.93,280.88
1982-09-22,98.11,3.28,5.1,0.27,4.84,239.69,6.71,91.56,3.7,9.07,7.76,8.41,8.59,5.66,11.69,6.03,5.27,8.2,0.4,7.8,240.25
1982-09-23,97.51,4.37,6.21,3.12,3.1,237.19,7.14,90.5,8.66,10.07,8.54,9.3,9.83,5.18,13.04,7.85,6.97,8.19,5.27,2.92,238.06
1982-09-24,96.57,7.2,12.38,3.42,8.95,182.0,8.0,94.81,17.97,10.81,10.03,10.42,10.52,5.27,13.69,8.43,10.16,16.05,6.95,9.1,183.0
1982-09-25,96.76,5.92,7.95,3.36,4.59,174.56,7.32,88.31,5.58,10.76,8.82,9.79,10.48,5.93,14.06,8.12,8.74,10.41,6.8,3.61,175.62
1982-09-26,96.65,9.02,10.99,6.24,4.76,200.69,7.69,90.75,6.4,10.96,9.51,10.23,10.52,3.02,12.27,9.25,12.41,14.56,9.38,5.18,202.31
1982-09-27,97.16,8.91,13.58,5.73,7.85,208.12,7.51,90.44,19.04,10.8,9.26,10.03,10.44,4.26,12.9,8.64,12.26,17.8,8.4,9.4,209.44
1982-09-28,97.75,8.07,12.0,4.16,7.84,203.56,7.63,93.19,14.24,10.58,9.55,10.07,10.12,4.73,13.08,8.34,11.48,15.91,7.56,8.35,204.88
1982-09-29,98.33,2.91,4.84,1.56,3.28,233.75,6.59,88.88,0.41,9.26,7.5,8.38,8.57,6.02,11.89,5.87,4.52,8.48,2.27,6.2,234.31
1982-09-30,98.59,4.62,7.47,1.72,5.76,196.62,6.59,89.5,0.1,8.71,7.51,8.11,7.81,8.57,12.4,3.83,6.62,10.25,2.53,7.72,197.31
1982-10-01,98.07,9.46,11.84,6.23,5.61,173.62,8.85,95.88,13.02,12.48,11.85,12.16,12.17,4.36,13.99,9.63,12.68,15.45,8.98,6.46,175.0
1982-10-02,98.54,2.49,4.93,1.17,3.76,242.0,7.69,95.06,0.67,10.28,9.83,10.05,9.72,6.51,13.15,6.64,4.27,7.68,2.37,5.31,242.25
1982-10-03,98.61,5.22,9.2,2.73,6.47,190.88,7.32,90.0,14.5,10.52,9.11,9.82,10.18,7.34,13.66,6.33,7.52,12.52,5.03,7.48,192.06
1982-10-04,97.4,5.17,6.81,2.86,3.95,242.88,6.96,89.19,3.07,9.87,8.14,9.01,9.65,5.42,12.42,7.0,7.8,9.07,6.09,2.98,243.75
1982-10-05,96.93,4.73,6.49,2.98,3.51,309.56,6.16,91.25,2.81,7.78,6.41,7.09,7.61,3.79,9.96,6.18,7.18,9.38,5.93,3.44,310.06
1982-10-06,97.37,4.66,6.42,2.68,3.74,149.06,6.9,90.56,2.52,9.53,8.03,8.78,9.34,6.66,13.57,6.91,7.12,8.0,5.63,2.37,135.0
1982-10-07,97.52,4.88,6.08,2.59,3.48,338.94,6.41,89.75,1.14,8.51,7.01,7.76,8.48,6.12,11.55,5.44,7.14,8.56,5.54,3.02,339.75
1982-10-08,97.71,4.05,6.17,2.66,3.52,192.12,6.59,90.25,3.03,8.87,7.43,8.15,8.55,7.4,12.55,5.15,6.57,7.99,5.01,2.98,192.88
1982-10-09,97.95,2.05,3.02,0.19,2.84,305.06,6.53,91.94,2.98,8.3,7.32,7.81,7.8,6.72,11.78,5.06,2.96,4.81,0.23,4.59,304.81
1982-10-10,97.99,1.14,2.03,0.06,1.97,175.12,6.29,86.5,1.66,9.07,6.84,7.95,8.32,6.2,12.82,6.61,1.55,2.79,0.1,2.69,174.44
1982-10-11,97.74,2.8,3.89,1.86,2.03,191.19,6.04,93.75,6.72,7.0,6.23,6.62,6.51,6.6,11.48,4.87,4.38,6.0,2.99,3.02,191.38
1982-10-12,96.74,5.7,9.91,1.87,8.05,187.44,6.9,96.62,8.05,8.12,7.84,7.98,7.54,6.43,11.24,4.81,8.39,12.73,2.96,9.77,188.38
1982-10-13,94.94,5.19,7.3,1.6,5.7,181.12,7.2,94.12,13.02,9.17,8.3,8.73,8.84,3.72,11.04,7.31,7.72,9.86,3.05,6.81,182.25
1982-10-14,96.45,6.67,9.23,4.61,4.62,297.06,5.98,88.94,1.05,7.66,5.87,6.76,7.49,4.35,10.36,6.01,9.41,11.62,7.48,4.15,297.62
1982-10-15,98.0,4.08,5.65,2.01,3.64,260.94,5.43,87.19,0.66,6.67,4.62,5.64,6.32,5.98,10.06,4.08,6.62,8.77,3.99,4.77,261.31
1982-10-16,96.54,10.32,14.66,6.7,7.97,169.81,7.69,94.94,20.62,10.19,9.44,9.81,9.8,5.33,12.73,7.4,13.81,19.3,9.54,9.77,171.38
1982-10-17,96.02,10.59,13.16,7.09,6.09,201.06,7.2,92.0,8.82,9.71,8.48,9.09,9.28,3.15,11.26,8.1,14.26,17.37,9.98,7.39,202.81
1982-10-18,97.14,4.54,8.68,2.32,6.36,255.75,7.14,93.56,2.21,9.29,8.46,8.87,8.91,7.02,12.76,5.74,6.69,11.74,4.55,7.19,256.88
1982-10-19,98.36,6.28,8.52,2.86,5.66,223.69,7.32,96.38,4.83,9.46,8.95,9.2,9.12,6.27,12.04,5.76,9.09,11.17,5.36,5.81,224.81
1982-10-20,98.16,5.53,9.28,2.37,6.91,244.94,8.0,96.12,15.32,10.87,10.3,10.58,10.65,3.91,12.71,8.8,7.84,12.64,4.97,7.67,245.81
1982-10-21,97.98,1.5,2.89,0.58,2.31,301.38,5.92,89.25,2.04,7.46,5.8,6.62,6.71,5.59,9.86,4.26,2.33,4.54,0.8,3.73,301.31
1982-10-22,97.26,2.46,4.97,1.21,3.76,235.38,5.43,91.62,0.63,5.8,4.53,5.16,4.55,6.65,9.55,2.9,3.72,6.37,1.76,4.61,235.62
1982-10-23,98.11,1.89,2.98,0.93,2.05,230.88,5.19,88.0,0.19,5.98,4.08,5.03,4.41,7.16,9.62,2.46,2.65,4.26,1.29,2.97,231.0
1982-10-24,98.71,3.82,5.98,0.98,5.02,218.38,6.41,98.38,2.6,6.94,6.95,6.94,6.11,8.9,11.01,2.12,6.52,8.77,1.49,7.28,218.69
1982-10-25,98.6,2.27,5.54,0.73,4.81,192.94,6.96,93.62,1.06,9.36,8.38,8.87,8.51,3.8,11.55,7.74,3.46,8.47,1.09,7.38,193.5
1982-10-26,98.33,8.03,11.96,4.97,6.99,217.88,7.39,91.81,18.2,10.37,9.08,9.73,9.84,6.87,13.15,6.28,11.49,15.86,8.32,7.54,219.31
1982-10-27,99.52,4.68,6.16,3.35,2.81,219.0,5.8,89.75,0.62,7.36,5.79,6.57,6.95,3.48,9.52,6.04,7.49,8.21,6.66,1.55,219.81
1982-10-28,99.79,4.59,6.09,3.12,2.96,171.44,6.41,91.56,0.1,8.53,7.31,7.92,8.04,6.34,12.56,6.23,7.64,8.38,6.49,1.89,172.06
1982-10-29,99.63,6.33,8.24,4.12,4.12,159.44,7.57,96.25,0.53,10.2,9.63,9.92,10.03,6.93,14.02,7.09,8.66,10.39,7.16,3.23,160.31
1982-10-30,99.48,5.27,7.93,3.61,4.32,158.5,7.87,96.81,0.87,10.74,10.27,10.51,10.43,3.16,12.8,9.64,7.66,10.47,6.01,4.46,159.69
1982-10-31,99.0,5.58,7.27,2.84,4.44,199.0,7.51,95.56,3.82,10.15,9.49,9.82,9.82,3.3,11.42,8.12,8.11,9.71,5.43,4.28,199.94
1982-11-01,98.86,5.99,10.46,0.8,9.66,198.31,8.67,96.25,12.52,12.17,11.62,11.89,11.84,3.35,13.64,10.29,8.46,14.57,1.73,12.84,199.88
1982-11-02,99.35,3.6,4.73,1.6,3.13,69.38,6.96,96.25,7.93,8.94,8.4,8.67,8.76,2.43,10.49,8.06,5.3,6.65,2.66,3.98,70.19
1982-11-03,99.28,2.88,3.76,2.14,1.62,168.31,8.12,97.25,7.25,11.19,10.79,10.99,10.87,2.5,12.72,10.22,5.24,6.61,4.16,2.45,168.75
1982-11-04,99.02,3.55,5.32,2.04,3.28,181.12,7.75,97.56,3.41,10.3,9.95,10.12,9.89,5.66,13.37,7.7,6.2,7.82,4.57,3.26,181.88
